ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,skipped
2023-09-14 05:29:26+00:00,1911,VENTE CONMIGO,Feid,VENTE CONMIGO,True
2023-09-14 05:32:56+00:00,3690,VAGABUNDO,Sebastian Yatra,VAGABUNDO,True
2023-09-14 05:32:56+00:00,211879,REINA,Mora,ESTRELLA,False
2023-09-14 05:33:01+00:00,4677,QUEMA,Ryan Castro,QUEMA,True
2023-09-14 05:33:11+00:00,9550,CHORRITO PA LAS ANIMAS,Feid,SIXDO,True
2023-09-14 05:33:14+00:00,1953,El Cielo,Sky Rompiendo,El Cielo,True
2023-09-14 05:33:17+00:00,3275,SI TÚ SUPIERAS,Feid,INTER SHIBUYA,True
2023-09-14 05:33:21+00:00,3140,Ferxxo 100,Feid,Ferxxo 100,True
2023-09-14 05:33:23+00:00,1848,LA INOCENTE,Mora,MICRODOSIS,True
2023-09-14 05:33:25+00:00,2269,PASIEMPRE,Tainy,DATA,True
2023-09-14 05:33:27+00:00,1582,MEMORIAS,Mora,MICRODOSIS,True
2023-09-14 05:36:30+00:00,186066,De Tanto Chimbiar,Feid,De Tanto Chimbiar,False
2023-09-14 05:36:34+00:00,6103,Si Tu Kiere,Soto Asa,Si Tu Kiere,True
2023-09-14 05:41:20+00:00,3789,MOJABI GHOST,Tainy,DATA,True
2023-09-14 05:41:20+00:00,288000,POLARIS - Remix,SAIKO,POLARIS,False
2023-09-14 05:41:23+00:00,2572,BUENOS AIRES,Tainy,DATA,True
2023-09-14 05:41:25+00:00,1903,Columbia,Quevedo,Columbia,True
2023-09-14 05:43:58+00:00,156533,CHIMBITA,Feid,CHIMBITA,False
2023-09-14 06:04:17+00:00,166564,Castigo,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,False
2023-09-14 10:13:59+00:00,203200,LA NOCHE DE ANOCHE,Bad Bunny,EL ÚLTIMO TOUR DEL MUNDO,False
2023-09-14 10:16:22+00:00,148644,Hombres y Mujeres,Gordo,Hombres y Mujeres,False
2023-09-14 10:19:52+00:00,216107,La Nota,Manuel Turizo,Dopamina,False
2023-09-14 10:28:50+00:00,164727,DIME QUIÉN????,Rauw Alejandro,SATURNO,False
2023-09-14 10:32:02+00:00,197773,Pasado pisado,Comando Tiburon,Ya tu sabes quienes son,False
2023-09-14 10:35:22+00:00,203482,"La Curiosidad (feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi) - Blue Grand Prix Remix",Jay Wheeler,"La Curiosidad (Blue Grand Prix Remix) [feat. Dj Nelson, JHAYCO, Lunay & Kendo Kaponi]",True
2023-09-14 10:38:27+00:00,184824,El Taxi,"Osmani Garcia ""La Voz""",El Taxi,True
2023-09-14 10:38:29+00:00,1488,Salimo de Noche,Tiago PZK,Salimo de Noche,True
2023-09-14 10:41:50+00:00,202426,Delincuente,Sebastian Yatra,Delincuente,False
2023-09-14 10:42:29+00:00,42030,Si Tu Kiere,Soto Asa,Si Tu Kiere,True
2023-09-14 10:45:50+00:00,203529,Todavía,Tainy,DATA,False
2023-09-14 10:50:04+00:00,260000,Entre Nosotros (Remix) [con Nicki Nicole],Tiago PZK,Entre Nosotros (Remix) [con Nicki Nicole],False
2023-09-14 10:50:06+00:00,5041,Ella Me Levanto,Daddy Yankee,El Cartel: The Big Boss,True
2023-09-14 10:53:23+00:00,199711,Fantasias,Rauw Alejandro,Fantasias,False
2023-09-14 10:56:46+00:00,209453,Otra vez (feat. J Balvin),Zion & Lennox,Motivan2,False
2023-09-14 11:10:05+00:00,200995,Llueve,Wisin & Yandel,Llueve,False
2023-09-14 11:15:37+00:00,903,Después de la Playa,Bad Bunny,Un Verano Sin Ti,True
2023-09-14 11:15:37+00:00,1801,7 Lágrimas - Remix,Soge Culebra,7 Lágrimas,True
2023-09-14 11:18:59+00:00,204654,CANDY - Remix,ROSALÍA,MOTOMAMI +,False
2023-09-14 11:22:16+00:00,202546,Sígueme - Remix,Feid,Sígueme,False
2023-09-14 11:33:29+00:00,75559,ID,Young Miko,ID,False
2023-09-14 11:36:45+00:00,4240,MI DROGA,Myke Towers,LA VIDA ES UNA,True
2023-09-14 11:36:47+00:00,1306,PARANORMAL,Tainy,DATA,True
2023-09-14 11:36:48+00:00,840,Tanta Falta,Bryant Myers,Tanta Falta,True
2023-09-14 11:36:49+00:00,731,Tattoo,Rauw Alejandro,Tattoo,True
2023-09-14 11:48:54+00:00,124498,Otra Noche en Miami,Bad Bunny,X 100PRE,False
2023-09-14 13:14:57+00:00,7115,Otra Noche en Miami,Bad Bunny,X 100PRE,True
2023-09-14 13:15:01+00:00,3475,Booty,C. Tangana,Booty,True
2023-09-14 13:19:05+00:00,246786,Live in the Moment,Portugal. The Man,Woodstock,False
2023-09-14 13:22:33+00:00,213706,"Genius (feat. Sia, Diplo, and Labrinth)",Sia,"LABRINTH, SIA & DIPLO PRESENT... LSD",False
2023-09-14 13:26:14+00:00,224601,Heaven Only Knows,Bob Moses,Battle Lines,True
2023-09-14 13:26:16+00:00,2121,Don't Call Me Up,Mabel,Ivy To Roses - Mixtape,True
2023-09-14 13:29:27+00:00,193203,Take It Easy (feat. U.S. Girls & Ledinsky),BC Unidos,Take It Easy (feat. U.S. Girls & Ledinsky),False
2023-09-14 13:32:13+00:00,172746,Side Effects,The Chainsmokers,Sick Boy,False
2023-09-14 13:33:40+00:00,89702,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,Funk Wav Bounces Vol.1,True
2023-09-14 13:37:27+00:00,229160,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,Funk Wav Bounces Vol.1,False
2023-09-14 13:40:56+00:00,215626,Automatic,Mondo Cozmo,Plastic Soul,False
2023-09-14 13:40:57+00:00,4025,MAYDAY,TheFatRat,MAYDAY,True
2023-09-14 13:41:00+00:00,2420,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",Sia,"LABRINTH, SIA & DIPLO PRESENT... LSD",True
2023-09-14 13:45:13+00:00,255382,The Miracle (Of Joey Ramone),U2,Songs Of Innocence,False
2023-09-14 13:48:21+00:00,193533,Stupid Love,Lady Gaga,Chromatica,False
2023-09-14 13:51:25+00:00,190185,Royals,Lorde,Pure Heroine,False
2023-09-14 13:54:27+00:00,187436,Sweet but Psycho,Ava Max,Heaven & Hell,False
2023-09-14 13:57:51+00:00,207672,Electricity,Silk City,Electricity,True
2023-09-14 13:57:54+00:00,2817,Radioactive,Imagine Dragons,Night Visions,True
2023-09-14 13:57:57+00:00,1863,Demons,Imagine Dragons,Night Visions,True
2023-09-14 13:58:03+00:00,4746,Antes de Morirme (feat. ROSALÍA),C. Tangana,Antes de Morirme (feat. ROSALÍA),True
2023-09-14 13:59:31+00:00,3698,Body,Loud Luxury,Body,True
2023-09-14 14:11:25+00:00,51000,QUEMA,Ryan Castro,QUEMA,False
2023-09-14 16:40:20+00:00,100086,QUEMA,Ryan Castro,QUEMA,False
2023-09-14 16:40:28+00:00,10577,SI TÚ SUPIERAS,Feid,INTER SHIBUYA,True
2023-09-14 16:40:33+00:00,4783,Feliz Cumpleaños Ferxxo,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,True
2023-09-14 16:40:40+00:00,6998,Podemos Repetirlo,Don Omar,Podemos Repetirlo,True
2023-09-14 16:40:43+00:00,2261,Los del Espacio,LIT killah,Los del Espacio,True
2023-09-14 16:44:03+00:00,203529,Todavía,Tainy,DATA,False
2023-09-14 16:44:13+00:00,13140,Ferxxo 100,Feid,Ferxxo 100,True
2023-09-14 16:47:29+00:00,197920,LALA,Myke Towers,LA VIDA ES UNA,False
2023-09-14 16:51:58+00:00,275040,Corazón Roto - Remix,Brray,Corazón Roto,False
2023-09-14 16:52:04+00:00,8573,La Copa,Ozuna,OzuTochi,True
2023-09-14 16:55:33+00:00,211879,REINA,Mora,ESTRELLA,False
2023-09-14 17:07:08+00:00,95938,Hombres y Mujeres,Gordo,Hombres y Mujeres,False
2023-09-14 18:40:10+00:00,4562,Hombres y Mujeres,Gordo,Hombres y Mujeres,True
2023-09-14 18:41:41+00:00,1602,Mxfix G5,Feid,Mxfix G5,True
2023-09-14 18:41:45+00:00,3211,Castigo,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,True
2023-09-14 18:46:17+00:00,260307,Cafe Malibú,Sech,Cafe Malibú,False
2023-09-14 19:01:08+00:00,2943,Feliz Cumpleaños Ferxxo,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,True
2023-09-14 19:01:08+00:00,184989,PÓLVORA,Mora,ESTRELLA,False
2023-09-14 19:02:36+00:00,3603,LALA,Myke Towers,LA VIDA ES UNA,True
2023-09-14 19:02:39+00:00,4314,La Copa,Ozuna,OzuTochi,True
2023-09-14 19:05:36+00:00,130440,LA BABY,Tainy,LA BABY,True
2023-09-14 19:10:03+00:00,153851,EN VISTO,Tainy,DATA,False
2023-09-14 19:20:53+00:00,52228,VENTE CONMIGO,Feid,VENTE CONMIGO,False
2023-09-15 04:36:26+00:00,13724,Te Menti,Ozuna,Te Menti,True
2023-09-15 04:36:29+00:00,2126,Madura,Cosculluela,Madura,True
2023-09-15 04:39:44+00:00,187129,Te Menti,Ozuna,Te Menti,True
2023-09-15 04:40:54+00:00,1010,CLASSY 101,Feid,CLASSY 101,True
2023-09-15 04:41:19+00:00,22913,Eva Longoria,Ozuna,Afro,True
2023-09-15 05:01:24+00:00,103450,PASAJERO,Mora,ESTRELLA,True
2023-09-15 05:03:50+00:00,148644,Hombres y Mujeres,Gordo,Hombres y Mujeres,False
2023-09-15 05:07:37+00:00,232131,MOJABI GHOST,Tainy,DATA,False
2023-09-15 05:12:19+00:00,3831,California,Feid,SIXDO,True
2023-09-15 05:12:19+00:00,288000,POLARIS - Remix,SAIKO,POLARIS,False
2023-09-15 05:12:24+00:00,4373,7 Lágrimas - Remix,Soge Culebra,7 Lágrimas,True
2023-09-15 05:15:09+00:00,167973,Ferxxo 100,Feid,Ferxxo 100,False
2023-09-15 05:17:44+00:00,160535,CORAZÓN VACÍO,Maria Becerra,CORAZÓN VACÍO,False
2023-09-15 05:20:12+00:00,153850,EN VISTO,Tainy,DATA,False
2023-09-15 05:23:22+00:00,195653,FERXXO 151,Feid,FERXXO 151,False
2023-09-15 05:27:34+00:00,258298,Ojitos Lindos,Bad Bunny,Un Verano Sin Ti,False
2023-09-15 05:27:35+00:00,3478,VOLVER,Tainy,DATA,True
2023-09-15 05:27:37+00:00,2026,Eva Longoria,Ozuna,Afro,True
2023-09-15 05:30:40+00:00,185326,PÓLVORA,Mora,ESTRELLA,False
2023-09-15 05:32:52+00:00,134993,LA INOCENTE,Mora,MICRODOSIS,True
2023-09-15 05:35:05+00:00,133262,CHIMBITA,Feid,CHIMBITA,True
2023-09-15 05:35:07+00:00,1590,Todavía,Tainy,DATA,True
2023-09-15 05:35:09+00:00,2016,PASIEMPRE,Tainy,DATA,True
2023-09-15 05:35:11+00:00,2031,El Cielo,Sky Rompiendo,El Cielo,True
2023-09-15 05:35:13+00:00,1460,Columbia,Quevedo,Columbia,True
2023-09-15 05:35:15+00:00,1690,LA BABY,Tainy,LA BABY,True
2023-09-15 05:35:17+00:00,1391,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",True
2023-09-15 05:35:19+00:00,2729,REINA,Mora,ESTRELLA,True
2023-09-15 05:38:23+00:00,186066,De Tanto Chimbiar,Feid,De Tanto Chimbiar,False
2023-09-15 05:41:13+00:00,176727,Antes de Perderte,Duki,Temporada de Reggaetón 2,False
2023-09-15 05:53:26+00:00,78446,VENTE CONMIGO,Feid,VENTE CONMIGO,False
2023-09-15 07:22:52+00:00,5667,La Jeepeta - Remix,Nio Garcia,La Jeepeta (Remix),True
2023-09-15 07:22:54+00:00,1581,El Cielo,Sky Rompiendo,El Cielo,True
2023-09-15 07:22:56+00:00,1824,SI TE PEGAS,Rauw Alejandro,PLAYA SATURNO,True
2023-09-15 07:22:58+00:00,1163,Chulo pt.2,Bad Gyal,Chulo pt.2,True
2023-09-15 07:22:58+00:00,18,Tattoo,Rauw Alejandro,Tattoo,True
2023-09-15 07:22:59+00:00,926,Una Vaina Loca,Fuego,Una Vaina Loca,True
2023-09-15 07:30:07+00:00,215600,Si Tú Te Vas (feat. Yung Beef) - Remix,Omar Montes,Si Tú Te Vas (feat. Yung Beef),False
2023-09-15 07:30:09+00:00,5119,La Rubia - Remix 2,La Nueva Escuela,La Rubia - Remix 2,True
2023-09-15 07:30:10+00:00,906,Aguante,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,True
2023-09-15 07:30:12+00:00,1343,Estrella,Zion & Lennox,El Sistema,True
2023-09-15 07:42:13+00:00,120258,DIME QUIÉN????,Rauw Alejandro,SATURNO,False
2023-09-15 07:43:40+00:00,44837,DIME QUIÉN????,Rauw Alejandro,SATURNO,False
2023-09-15 07:47:27+00:00,231704,WHERE SHE GOES,Bad Bunny,WHERE SHE GOES,False
2023-09-15 07:50:00+00:00,160000,"Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48",False
2023-09-15 07:53:39+00:00,209160,EL MAKINON,KAROL G,KG0516,False
2023-09-15 08:01:36+00:00,224267,La Llamada,Pusho,La Llamada,False
2023-09-15 08:04:01+00:00,150853,Rojo,J Balvin,Rojo,False
2023-09-15 08:08:16+00:00,261334,AM Remix,Nio Garcia,AM Remix,False
2023-09-15 08:17:20+00:00,201180,Sobrio,Maluma,Sobrio,False
2023-09-15 08:21:12+00:00,237525,PLAYA DEL INGLÉS,Quevedo,PLAYA DEL INGLÉS,False
2023-09-15 08:24:41+00:00,214857,La Old Skul,Rauw Alejandro,VICE VERSA,False
2023-09-15 08:34:58+00:00,20196,Dile (Homenaje),JHAYCO,Timelezz,False
2023-09-15 09:41:11+00:00,1392,Dile (Homenaje),JHAYCO,Timelezz,True
2023-09-15 09:45:12+00:00,240699,"Ayer 2 (feat. Dj Nelson, J Balvin, Nicky Jam, Cosculluela)",Anuel AA,"Ayer 2 (feat. Dj Nelson, J Balvin, Nicky Jam, Cosculluela)",True
2023-09-15 09:45:13+00:00,18,Eva Longoria,Ozuna,Afro,True
2023-09-15 09:45:14+00:00,1052,Normal,Feid,Normal,True
2023-09-15 09:45:15+00:00,610,Ojos Rojos,Nicky Jam,Ojos Rojos,True
2023-09-15 09:45:16+00:00,18,Yandel 150,Yandel,Yandel 150,True
2023-09-15 09:45:18+00:00,1150,Antidepresivos,SAIKO,Antidepresivos,True
2023-09-15 09:45:19+00:00,685,La Pasamos CXBRXN,Feid,SIXDO,True
2023-09-15 09:45:20+00:00,654,Un Coco,Bad Bunny,Un Verano Sin Ti,True
2023-09-15 09:48:42+00:00,204520,La Rompe Corazones,Daddy Yankee,La Rompe Corazones,False
2023-09-15 09:49:24+00:00,45154,El Efecto - Remix,Rauw Alejandro,El Efecto (Remix),True
2023-09-15 09:52:32+00:00,190496,MODELITO,Mora,PARAÍSO,False
2023-09-15 09:55:43+00:00,196727,Unfollow,Duki,Unfollow,False
2023-09-15 10:02:08+00:00,189668,El Merengue,Marshmello,El Merengue,False
2023-09-15 10:06:27+00:00,264757,Señor Juez,Ozuna,Señor Juez,False
2023-09-15 10:15:56+00:00,288000,POLARIS - Remix,SAIKO,POLARIS,False
2023-09-15 10:19:46+00:00,233640,La Single,Ozuna,La Single,True
2023-09-15 10:19:48+00:00,1600,"Lo Que Pasó, Pasó",Daddy Yankee,Barrio Fino (Bonus Track Version),True
2023-09-15 10:31:44+00:00,114938,COMO HAS ESTAU?,Mora,PARAÍSO,False
2023-09-15 13:14:10+00:00,39663,LALA,Myke Towers,LA VIDA ES UNA,True
2023-09-15 13:14:12+00:00,2033,De Tanto Chimbiar,Feid,De Tanto Chimbiar,True
2023-09-15 13:17:06+00:00,176727,Antes de Perderte,Duki,Temporada de Reggaetón 2,False
2023-09-15 13:29:34+00:00,288000,POLARIS - Remix,SAIKO,POLARIS,False
2023-09-15 13:32:34+00:00,186000,Columbia,Quevedo,Columbia,False
2023-09-15 13:36:35+00:00,246593,LAGUNA,Mora,ESTRELLA,False
2023-09-15 13:41:13+00:00,285074,FANTASMA | AVC,Tainy,FANTASMA | AVC,False
2023-09-15 13:44:14+00:00,186000,VENTE CONMIGO,Feid,VENTE CONMIGO,False
2023-09-15 13:44:18+00:00,7402,LA INOCENTE,Mora,MICRODOSIS,True
2023-09-15 13:47:39+00:00,203529,Todavía,Tainy,DATA,False
2023-09-15 13:51:13+00:00,219333,Chulo pt.2,Bad Gyal,Chulo pt.2,False
2023-09-15 13:51:15+00:00,5094,VAGABUNDO,Sebastian Yatra,VAGABUNDO,True
2023-09-15 13:51:20+00:00,5070,Normal,Feid,Normal,True
2023-09-15 13:51:24+00:00,3583,Podemos Repetirlo,Don Omar,Podemos Repetirlo,True
2023-09-15 13:51:31+00:00,7368,VOLVER,Tainy,DATA,True
2023-09-15 13:51:44+00:00,12280,CHIMBITA,Feid,CHIMBITA,True
2023-09-15 13:54:57+00:00,195653,FERXXO 151,Feid,FERXXO 151,False
2023-09-15 13:54:58+00:00,3674,Antidepresivos,SAIKO,Antidepresivos,True
2023-09-15 13:55:03+00:00,4276,BUENOS AIRES,Tainy,DATA,True
2023-09-15 13:55:09+00:00,6310,SI TÚ SUPIERAS,Feid,INTER SHIBUYA,True
2023-09-15 13:58:39+00:00,211879,REINA,Mora,ESTRELLA,False
2023-09-15 14:01:38+00:00,3121,Ojitos Lindos,Bad Bunny,Un Verano Sin Ti,True
2023-09-15 14:01:38+00:00,185326,PÓLVORA,Mora,ESTRELLA,False
2023-09-15 14:15:13+00:00,172960,Cafe Malibú,Sech,Cafe Malibú,False
2023-09-15 20:58:01+00:00,3447,Cafe Malibú,Sech,Cafe Malibú,True
2023-09-15 21:02:27+00:00,267786,Ella Y Yo - Featuring Don Omar,Aventura,God's Project,False
2023-09-15 21:05:12+00:00,167683,Baila Baila Baila - Remix,Ozuna,"Baila Baila Baila (Remix) [feat. Farruko, Anuel Aa]",True
2023-09-15 21:08:48+00:00,219333,Chulo pt.2,Bad Gyal,Chulo pt.2,False
2023-09-15 21:11:35+00:00,172797,QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),False
2023-09-15 21:14:41+00:00,190909,SUPERNOVA,SAIKO,SUPERNOVA,False
2023-09-15 21:14:47+00:00,9256,VOLVER,Tainy,DATA,True
2023-09-15 21:14:49+00:00,1681,Si Tu Kiere,Soto Asa,Si Tu Kiere,True
2023-09-15 21:17:53+00:00,187129,Te Menti,Ozuna,Te Menti,False
2023-09-15 21:21:09+00:00,202173,LA INOCENTE,Mora,MICRODOSIS,False
2023-09-15 21:24:14+00:00,190496,MODELITO,Mora,PARAÍSO,False
2023-09-15 21:26:44+00:00,156533,CHIMBITA,Feid,CHIMBITA,False
2023-09-15 21:29:27+00:00,167973,Ferxxo 100,Feid,Ferxxo 100,False
2023-09-15 21:29:32+00:00,9055,SI TÚ SUPIERAS,Feid,INTER SHIBUYA,True
2023-09-15 21:34:18+00:00,288000,POLARIS - Remix,SAIKO,POLARIS,False
2023-09-15 21:36:57+00:00,1534,Hombres y Mujeres,Gordo,Hombres y Mujeres,True
2023-09-15 21:36:57+00:00,164531,Desaparecer,Mora,Primer Dia de Clases,False
2023-09-15 21:36:58+00:00,1150,CORAZÓN VACÍO,Maria Becerra,CORAZÓN VACÍO,True
2023-09-15 21:41:15+00:00,260307,Cafe Malibú,Sech,Cafe Malibú,False
2023-09-15 21:44:15+00:00,186066,De Tanto Chimbiar,Feid,De Tanto Chimbiar,False
2023-09-15 21:47:20+00:00,191320,El Cielo,Sky Rompiendo,El Cielo,False
2023-09-15 21:50:17+00:00,182857,LA BABY,Tainy,LA BABY,False
2023-09-15 22:05:03+00:00,145368,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",False
2023-09-16 11:50:23+00:00,1513,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",True
2023-09-16 11:50:25+00:00,1647,MEMORIAS,Mora,MICRODOSIS,True
2023-09-16 11:50:27+00:00,1502,VACAXIONES,Feid,VACAXIONES,True
2023-09-16 11:50:30+00:00,3378,LAGUNA,Mora,ESTRELLA,True
2023-09-16 11:59:45+00:00,129538,VENTE CONMIGO,Feid,VENTE CONMIGO,True
2023-09-16 12:04:28+00:00,285074,FANTASMA | AVC,Tainy,FANTASMA | AVC,False
2023-09-16 12:16:30+00:00,124965,FERXXO 151,Feid,FERXXO 151,False
2023-09-16 18:12:36+00:00,5000,FERXXO 151,Feid,FERXXO 151,True
2023-09-16 18:12:39+00:00,2775,Ojitos Lindos,Bad Bunny,Un Verano Sin Ti,True
2023-09-16 18:15:21+00:00,164413,Aguante,Feid,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,False
2023-09-16 18:15:22+00:00,4160,Todavía,Tainy,DATA,True
2023-09-16 18:15:27+00:00,4960,Podemos Repetirlo,Don Omar,Podemos Repetirlo,True
2023-09-16 18:17:56+00:00,150618,QUEMA,Ryan Castro,QUEMA,False
2023-09-16 18:20:41+00:00,171986,Normal,Feid,Normal,False
2023-09-16 18:30:37+00:00,183794,Holanda,JHAYCO,Holanda,True
2023-09-16 18:32:26+00:00,1184,VAGABUNDO,Sebastian Yatra,VAGABUNDO,True
2023-09-16 18:32:27+00:00,1009,Eva Longoria,Ozuna,Afro,True
2023-09-16 18:32:28+00:00,710,Mxfix G5,Feid,Mxfix G5,True
2023-09-16 18:32:28+00:00,251,CHORRITO PA LAS ANIMAS,Feid,SIXDO,True
2023-09-16 18:32:29+00:00,0,Mxfix G5,Feid,Mxfix G5,True
2023-09-16 18:32:39+00:00,9218,CHORRITO PA LAS ANIMAS,Feid,SIXDO,True
2023-09-16 18:35:41+00:00,185326,PÓLVORA,Mora,ESTRELLA,False
2023-09-16 18:35:44+00:00,5861,Si Tu Kiere,Soto Asa,Si Tu Kiere,True
2023-09-16 18:41:30+00:00,113040,EN VISTO,Tainy,DATA,True
2023-09-16 18:48:47+00:00,4450,Holanda,JHAYCO,Holanda,True
2023-09-16 18:52:51+00:00,246593,LAGUNA,Mora,ESTRELLA,False
2023-09-16 18:53:03+00:00,14350,Chulo pt.2,Bad Gyal,Chulo pt.2,True
2023-09-16 18:59:51+00:00,198800,REINA,Mora,ESTRELLA,True
2023-09-16 18:59:55+00:00,4065,VACAXIONES,Feid,VACAXIONES,True
2023-09-16 19:04:13+00:00,260307,Cafe Malibú,Sech,Cafe Malibú,False
2023-09-16 19:08:00+00:00,232131,MOJABI GHOST,Tainy,DATA,False
2023-09-16 19:10:24+00:00,151240,California,Feid,SIXDO,False
2023-09-16 19:21:57+00:00,95520,Hombres y Mujeres,Gordo,Hombres y Mujeres,False
2023-09-16 20:43:22+00:00,3118,CHORRITO PA LAS ANIMAS,Feid,SIXDO,True
2023-09-16 20:43:39+00:00,16938,FANTASMA | AVC,Tainy,FANTASMA | AVC,True
2023-09-16 20:43:42+00:00,2493,VOLVER,Tainy,DATA,True
2023-09-16 20:44:01+00:00,18863,FANTASMA | AVC,Tainy,FANTASMA | AVC,True
2023-09-16 20:44:02+00:00,1080,VOLVER,Tainy,DATA,True
2023-09-16 20:50:04+00:00,285074,FANTASMA | AVC,Tainy,FANTASMA | AVC,False
2023-09-16 20:50:17+00:00,15899,VOLVER,Tainy,DATA,True
2023-09-16 20:52:45+00:00,150618,QUEMA,Ryan Castro,QUEMA,False
2023-09-16 21:04:55+00:00,64941,CHIMBITA,Feid,CHIMBITA,False
2023-09-17 13:09:34+00:00,60724,REINA,Mora,ESTRELLA,False
2023-09-17 16:54:51+00:00,3627,REINA,Mora,ESTRELLA,True
2023-09-17 16:54:53+00:00,2240,PASIEMPRE,Tainy,DATA,True
2023-09-17 16:55:02+00:00,7757,Cafe Malibú,Sech,Cafe Malibú,True
2023-09-17 16:55:04+00:00,1771,7 Lágrimas - Remix,Soge Culebra,7 Lágrimas,True
2023-09-17 16:55:07+00:00,2522,Desaparecer,Mora,Primer Dia de Clases,True
2023-09-17 16:55:12+00:00,4863,MODELITO,Mora,PARAÍSO,True
2023-09-17 16:55:15+00:00,3174,SI TÚ SUPIERAS,Feid,INTER SHIBUYA,True
2023-09-17 16:55:17+00:00,1940,Normal,Feid,Normal,True
2023-09-17 16:55:19+00:00,1764,VACAXIONES,Feid,VACAXIONES,True
2023-09-17 16:55:22+00:00,2192,QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),True
2023-09-17 16:55:25+00:00,2416,Mxfix G5,Feid,Mxfix G5,True
2023-09-17 16:55:31+00:00,5871,Antes de Perderte,Duki,Temporada de Reggaetón 2,True
2023-09-17 17:00:13+00:00,285074,FANTASMA | AVC,Tainy,FANTASMA | AVC,False
2023-09-17 17:03:52+00:00,24005,Ojitos Lindos,Bad Bunny,Un Verano Sin Ti,True
2023-09-17 17:06:26+00:00,156533,CHIMBITA,Feid,CHIMBITA,False
2023-09-17 17:16:54+00:00,29946,LA BABY,Tainy,LA BABY,False
2023-09-17 19:06:58+00:00,153006,LA BABY,Tainy,LA BABY,True
2023-09-17 20:26:45+00:00,210000,Keii,Anuel AA,Keii,False
2023-09-17 20:29:58+00:00,199711,Fantasias,Rauw Alejandro,Fantasias,False
2023-09-17 20:31:58+00:00,123557,La Historia,El Taiger,La Historia,True
2023-09-17 20:31:59+00:00,730,La Rompe Corazones,Daddy Yankee,La Rompe Corazones,True
2023-09-17 20:32:00+00:00,18,Donde Estan las Gatas,Alex Gargolas,Gargolas 3,True
2023-09-17 20:32:01+00:00,0,Si No Te Quiere,Ozuna,Odisea,True
2023-09-17 20:32:02+00:00,0,"Arcángel: Bzrp Music Sessions, Vol. 54",Bizarrap,"Arcángel: Bzrp Music Sessions, Vol. 54",True
2023-09-17 20:32:03+00:00,0,Ansiedades,Mora,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE,True
2023-09-17 20:32:03+00:00,0,Vestido,J Balvin,JOSE,True
2023-09-17 20:32:05+00:00,0,AGUA,Daddy Yankee,LEGENDADDY,True
2023-09-17 20:32:07+00:00,0,Nueva York (Tot*),Bad Gyal,Nueva York (Tot*),True
2023-09-17 20:32:11+00:00,0,Los Dioses,Anuel AA,Los Dioses,True
2023-09-17 20:32:11+00:00,800,VENTE CONMIGO,Feid,VENTE CONMIGO,True
2023-09-17 20:32:13+00:00,0,MALA,6ix9ine,DUMMY BOY,True
2023-09-17 20:32:14+00:00,1030,DIME QUIÉN????,Rauw Alejandro,SATURNO,True
2023-09-17 20:32:15+00:00,0,Inocente,Myke Towers,Inocente,True
2023-09-17 20:35:30+00:00,185084,SIN SEÑAL,Quevedo,SIN SEÑAL,False
2023-09-17 20:38:40+00:00,196412,Un Coco,Bad Bunny,Un Verano Sin Ti,False
2023-09-17 20:43:35+00:00,300579,La Romana,Bad Bunny,X 100PRE,False
2023-09-17 20:44:45+00:00,72903,Yonaguni,Bad Bunny,Yonaguni,True
2023-09-17 20:48:24+00:00,220880,Trajecito XS,Alejo,Trajecito XS,False
2023-09-17 20:52:11+00:00,233040,La promesa,Melendi,Un alumno más,False
2023-09-17 20:55:14+00:00,187129,Te Menti,Ozuna,Te Menti,True
2023-09-17 22:04:44+00:00,761,Trajecito XS,Alejo,Trajecito XS,True
