ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,skipped
2019-11-04 11:03:38+00:00,220133,La Lluvia en los Zapatos,Leiva,Monstruos,False
2019-11-04 11:07:09+00:00,210860,La Rubia - Remix 2,La Nueva Escuela,La Rubia - Remix 2,False
2019-11-04 11:07:48+00:00,37321,Dear Mr. Fantasy,Traffic,Mr. Fantasy,False
2019-11-04 11:07:51+00:00,2387,Livin' On A Prayer,Bon Jovi,Slippery When Wet,False
2019-11-04 11:11:26+00:00,214506,Ride,Twenty One Pilots,Blurryface,False
2019-11-04 11:11:33+00:00,5706,I Cry,Flo Rida,Wild Ones,False
2019-11-04 11:16:10+00:00,277653,Saharabbey Road,Vetusta Morla,Un Día en el Mundo,False
2019-11-04 11:16:15+00:00,3250,Todos los días sale el sol,Bongo Botrako,Todos Los Días Sale El Sol,False
2019-11-04 11:16:18+00:00,1040,Back In Black,AC/DC,Back In Black,False
2019-11-04 11:16:21+00:00,2992,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,False
2019-11-04 11:21:33+00:00,260733,Todo,Pereza,Animales,False
2019-11-04 11:22:24+00:00,1694,DOLLAR,Becky G,DOLLAR,False
2019-11-04 11:26:42+00:00,179117,Superpoderes,Leiva,Nuclear,False
2019-11-04 11:30:19+00:00,216880,In the End,Linkin Park,Hybrid Theory,False
2019-11-04 11:36:40+00:00,251453,Sincericidio,Leiva,Monstruos,False
2019-11-04 11:42:06+00:00,296751,Fiesta Pagana,Mägo de Oz,Finisterra,False
2019-11-04 11:46:34+00:00,267679,Entre Poetas y Presos,La Raíz,Entre Poetas y Presos,False
2019-11-04 11:51:39+00:00,304573,La Mujer de Verde,IZAL,Magia & Efectos Especiales,False
2019-11-04 11:55:41+00:00,240984,Como Si Fueras a Morir Mañana,Leiva,Nuclear,False
2019-11-04 11:59:11+00:00,210373,Born To Be Wild,Steppenwolf,Steppenwolf,False
2019-11-04 12:04:36+00:00,301714,China,Anuel AA,China,False
2019-11-04 12:04:42+00:00,5290,No Puedo Vivir Sin Ti,Los Ronaldos,4 Canciones,False
2019-11-04 12:09:08+00:00,187292,Todas Nuestras Luchas,Itaca Band,La Lengua de los Pájaros,False
2019-11-04 12:13:31+00:00,262493,Cara B,SFDK,Redención,False
2019-11-04 12:13:44+00:00,11122,Nos Volveremos a Ver,La Raíz,Entre Poetas y Presos,False
2019-11-04 12:13:46+00:00,1629,Don't Call Me Up,Mabel,Ivy To Roses - Mixtape,False
2019-11-04 12:17:47+00:00,242266,Feo Fuerte y Formal,Loquillo Y Los Trogloditas,"Feo, Fuerte y Formal",False
2019-11-04 12:22:23+00:00,275493,Pequeña Gran Revolución,IZAL,Copacabana,False
2019-11-04 12:22:31+00:00,5718,La Increíble Historia del Hombre Que Podía Volar Pero No Sabía Cómo,IZAL,Autoterapia,False
2019-11-04 12:22:33+00:00,2260,Contando Lunares (feat. Cruz Cafuné),Don Patricio,La Dura Vida del Joven Rapero,False
2019-11-04 12:22:35+00:00,1582,Terriblemente Cruel,Leiva,Polvora,False
2019-11-04 12:22:37+00:00,1342,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],False
2019-11-04 12:22:39+00:00,1767,Princesas,Pereza,Animales,False
2019-11-04 12:22:41+00:00,1604,Titanium (feat. Sia),David Guetta,Nothing but the Beat,False
2019-11-04 12:26:52+00:00,248106,Todo Lo Que Importa,SFDK,Sin Miedo a Vivir,False
2019-11-04 12:26:56+00:00,3503,Si por mi fuera,Beret,Prisma,False
2019-11-05 07:48:34+00:00,135523,Insoportable,El Canto Del Loco,Estados de Animo,False
2019-11-05 07:48:51+00:00,15322,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,Ahora,False
2019-11-05 07:49:42+00:00,15322,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,Ahora,False
2019-11-05 07:53:41+00:00,287773,Otro Trago - Remix,Sech,Otro Trago,False
2019-11-05 07:58:24+00:00,139678,Física o química,Despistaos,Lo que hemos vivido,False
2019-11-05 07:58:28+00:00,3930,Chiquilla,Seguridad Social,Que No Se Extinga La Llama!,False
2019-11-05 07:58:31+00:00,3043,No Me Conoce - Remix,JHAYCO,Famouz,False
2019-11-05 08:50:42+00:00,259459,White Room,Cream,Wheels Of Fire,False
2019-11-05 08:50:42+00:00,18480,Bajo el Mismo Sol,SFDK,Sin Miedo a Vivir,False
2019-11-05 08:53:51+00:00,185194,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,Carte Blanche,False
2019-11-05 08:55:02+00:00,28410,En La Cama,Nicky Jam,Haciendo Escante,False
2019-11-05 09:03:21+00:00,235645,Nuclear,Leiva,Nuclear,False
2019-11-05 09:07:50+00:00,266086,Soltera (Remix),Lunay,Soltera (Remix),False
2019-11-05 09:07:54+00:00,2158,I Cry,Flo Rida,Wild Ones,False
2019-11-05 09:07:55+00:00,900,Speechless (feat. Erika Sirola),Robin Schulz,Speechless (feat. Erika Sirola),False
2019-11-05 09:07:57+00:00,992,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,False
2019-11-05 09:12:17+00:00,258342,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,False
2019-11-05 09:12:27+00:00,7631,La casa por el tejado,Fito y Fitipaldis,Lo mas lejos a tu lado,False
2019-11-05 09:12:28+00:00,1339,Counting Stars,OneRepublic,Native,False
2019-11-05 09:15:27+00:00,179117,Superpoderes,Leiva,Nuclear,False
2019-11-05 09:22:30+00:00,206841,La Mujer de Verde,IZAL,Magia & Efectos Especiales,False
2019-11-05 09:22:31+00:00,1144,La Lluvia en los Zapatos,Leiva,Monstruos,False
2019-11-05 09:22:32+00:00,872,Runaway,Sebastian Yatra,Runaway,False
2019-11-05 09:26:09+00:00,189600,Y volar (con los Caligaris),La Pegatina,Ahora o nunca,False
2019-11-05 09:26:26+00:00,15345,La Rubia - Remix 2,La Nueva Escuela,La Rubia - Remix 2,False
2019-11-05 09:30:07+00:00,221714,RITMO (Bad Boys For Life),Black Eyed Peas,RITMO (Bad Boys For Life),False
2019-11-05 09:30:56+00:00,9620,Love Me Again - Radio Edit,John Newman,Todo Exitos 2013,False
2019-11-05 09:30:57+00:00,1125,Fly Away,Lenny Kravitz,5,False
2019-11-05 09:30:58+00:00,954,Lobos,Leiva,Nuclear,False
2019-11-05 09:31:00+00:00,514,Lo Intenté,SFDK,Sin Miedo a Vivir,False
2019-11-05 09:31:01+00:00,328,Lola Bunny,Lola Indigo,Lola Bunny,False
2019-11-05 09:34:16+00:00,195693,Lo Intenté,SFDK,Sin Miedo a Vivir,False
2019-11-05 09:34:19+00:00,1240,Lola Bunny,Lola Indigo,Lola Bunny,False
2019-11-05 09:34:22+00:00,2671,DOLLAR,Becky G,DOLLAR,False
2019-11-05 09:37:58+00:00,217000,Princesas,Pereza,Animales,False
2019-11-05 09:41:10+00:00,190656,Livin' On A Prayer,Bon Jovi,Slippery When Wet,False
2019-11-05 09:47:24+00:00,214506,Ride,Twenty One Pilots,Blurryface,False
2019-11-05 11:42:40+00:00,213822,China,Anuel AA,China,False
2019-11-07 10:31:58+00:00,42336,La ceremonia de la confusión - California Live!!!,Bunbury,La ceremonia de la confusión,False
2019-11-07 10:32:07+00:00,8371,Alocao (With Bad Gyal),Omar Montes,Alocao (With Bad Gyal),False
2019-11-07 10:32:12+00:00,4246,Whine Up,Nicky Jam,Intimo,False
2019-11-07 10:32:36+00:00,23219,Fantasias,Rauw Alejandro,Fantasias,False
2019-11-07 10:32:48+00:00,12061,Goteo,Duki,Súper Sangre Joven,False
2019-11-07 10:32:53+00:00,4063,La Rubia - Remix 2,La Nueva Escuela,La Rubia - Remix 2,False
2019-11-07 10:32:57+00:00,4257,La Lluvia en los Zapatos,Leiva,Monstruos,False
2019-11-07 10:33:38+00:00,40236,RITMO (Bad Boys For Life),Black Eyed Peas,RITMO (Bad Boys For Life),False
2019-11-07 10:35:33+00:00,115150,Y volar (con los Caligaris),La Pegatina,Ahora o nunca,False
2019-11-07 10:35:35+00:00,2240,Todas Nuestras Luchas,Itaca Band,La Lengua de los Pájaros,False
2019-11-07 10:35:35+00:00,0,Y volar (con los Caligaris),La Pegatina,Ahora o nunca,False
2019-11-07 10:35:36+00:00,396,In the End,Linkin Park,Hybrid Theory,False
2019-11-07 10:38:59+00:00,201622,Entre Poetas y Presos,La Raíz,Entre Poetas y Presos,False
2019-11-07 10:39:11+00:00,9954,Aquellas Cosas Que Solíamos Hacer,Benito Kamelas,Sin Trampa Ni Cartón,False
2019-11-07 10:39:19+00:00,7948,"P' aquí, p' allá - 2017 Remaster",La Fuga,Colección Definitiva 20 Años,False
2019-11-07 10:39:42+00:00,23094,A la Sombra de la Sierra,La Raíz,Así en el Cielo Como en la Selva,False
2019-11-07 10:39:44+00:00,1682,Una Lluna a l'Aigua,Txarango,El Cor de la Terra,False
2019-11-07 10:40:02+00:00,17545,Saber que tu,La Pegatina,Saber que tu,False
2019-11-07 10:40:06+00:00,3363,Salir,Extremoduro,Canciones Prohibidas,False
2019-11-07 10:40:16+00:00,9244,En las encías,Marea,En las encías,False
2019-11-07 10:40:58+00:00,41441,Por Amar al Arte,La Regadera,Dormir Es de Cobardes,False
2019-11-07 10:41:01+00:00,2627,Verano del 95,Rulo y la contrabanda,Verano del 95,False
2019-11-07 10:41:03+00:00,2187,PRMVR,La Maravillosa Orquesta del Alcohol,La Primavera del Invierno,False
2019-11-07 10:41:05+00:00,1632,La luna me sabe a poco,Marea,Besos de Perro,False
2019-11-07 10:41:08+00:00,2443,Dolores Se Llamaba Lola - Remastered,Los Suaves,Ese Día Piensa en Mí,False
2019-11-07 10:41:10+00:00,2137,Carolina - En directo 2000,M-Clan,Sin Enchufe,False
2019-11-07 10:42:36+00:00,85611,Feo Fuerte y Formal,Loquillo Y Los Trogloditas,"Feo, Fuerte y Formal",False
2019-11-07 10:42:38+00:00,1190,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,Carte Blanche,False
2019-11-07 10:44:12+00:00,53648,QUE PRETENDES,J Balvin,OASIS,False
2019-11-07 10:45:20+00:00,67813,Adicto (with Anuel AA & Ozuna),Tainy,Adicto (with Anuel AA & Ozuna),False
2019-11-07 10:47:20+00:00,119461,Superpoderes,Leiva,Nuclear,False
2019-11-07 10:48:49+00:00,89293,Expertos,Leiva,Nuclear,False
2019-11-07 10:49:51+00:00,60868,Maniobras Suicidas,Leiva,Nuclear,False
2019-11-07 10:50:14+00:00,23866,En el Espacio,Leiva,Nuclear,False
2019-11-07 10:50:29+00:00,13573,Costa de Oaxaca,Leiva,Nuclear,False
2019-11-07 10:50:39+00:00,8726,Godzilla (feat. Enrique Bunbury & Ximena Sariñana),Leiva,Nuclear,False
2019-11-07 10:50:40+00:00,1662,A Ti Te Ocurre Algo,Leiva,Nuclear,False
2019-11-07 10:50:41+00:00,516,El Gigante de Big Fish,Leiva,Nuclear,False
2019-11-07 10:51:07+00:00,25698,A Ti Te Ocurre Algo,Leiva,Nuclear,False
2019-11-07 10:51:43+00:00,35240,El Gigante de Big Fish,Leiva,Nuclear,False
2019-11-07 10:51:55+00:00,11206,They Don't Know Me,Josefine,They Don't Know Me,False
2019-11-07 10:51:56+00:00,1565,Qué Bonito Es Querer,Manuel Carrasco,La Cruz Del Mapa,False
2019-11-07 10:52:00+00:00,3274,So Am I,Ava Max,So Am I,False
2019-11-07 10:52:05+00:00,4062,NYC,Tiggi Hawke,NYC,False
2019-11-07 10:52:12+00:00,6173,Is This Love,Meresha,Is This Love,False
2019-11-07 10:52:16+00:00,4315,Bulletproof,Justine Skye,BARE WITH ME,False
2019-11-07 10:52:19+00:00,2261,So Clean,CLRX,So Clean,False
2019-11-07 10:52:21+00:00,1522,Vuela,Bombai,Vuela,False
2019-11-07 10:52:26+00:00,4715,Beautiful People (feat. Khalid),Ed Sheeran,Beautiful People (feat. Khalid),False
2019-11-07 10:52:30+00:00,3790,Coexist,Sonia Stein,Coexist,False
2019-11-07 10:52:34+00:00,3363,Ozone,New Politics,Ozone,False
2019-11-07 10:52:39+00:00,4353,NYC - MOLOW Remix,Tiggi Hawke,NYC,False
2019-11-07 10:52:46+00:00,6179,Indios y Vaqueros,Sinsinati,Indios y Vaqueros,False
2019-11-07 10:52:48+00:00,1698,Love or Lust,Gnoir,"Dark Boy,",False
2019-11-07 10:52:49+00:00,1093,Atrévete,Nicky Jam,Intimo,False
2019-11-07 10:52:50+00:00,808,Adios,Vtto,Adios,False
2019-11-07 10:52:51+00:00,576,Only Human,Jonas Brothers,Happiness Begins,False
2019-11-07 10:52:54+00:00,2277,Bad Romance,Jamie Hannah,Bad Romance,False
2019-11-07 10:52:55+00:00,831,Don't Call Me Up,Mabel,Ivy To Roses - Mixtape,False
2019-11-07 10:52:58+00:00,1523,History,Teodoro Padua,History,False
2019-11-07 10:52:59+00:00,990,White Rabbit,Bolier,White Rabbit,False
2019-11-07 10:53:10+00:00,10530,No Work,DavidBenDavid,No Work,False
2019-11-08 23:59:42+00:00,89999,Un Velero Llamado Libertad,Porretas,Clásicos II (Versión comentada),False
2019-11-09 00:01:21+00:00,96228,Un Velero Llamado Libertad,Porretas,Clásicos II (Versión comentada),False
2019-11-09 00:01:28+00:00,5450,Soldadito marinero,Fito y Fitipaldis,Lo mas lejos a tu lado,False
2019-11-09 00:01:31+00:00,3048,Born To Be Wild,Steppenwolf,Steppenwolf,False
2019-11-09 00:01:32+00:00,1211,Lobos,Leiva,Nuclear,False
2019-11-09 00:01:33+00:00,735,La casa por el tejado,Fito y Fitipaldis,Lo mas lejos a tu lado,False
2019-11-09 00:01:34+00:00,787,No Me Conoce - Remix,JHAYCO,Famouz,False
2019-11-09 00:03:55+00:00,140157,RITMO (Bad Boys For Life),Black Eyed Peas,RITMO (Bad Boys For Life),False
2019-11-09 00:03:57+00:00,1048,Take It Easy (feat. U.S. Girls & Ledinsky),BC Unidos,Take It Easy (feat. U.S. Girls & Ledinsky),False
2019-11-09 00:03:58+00:00,1245,Todos los días sale el sol,Bongo Botrako,Todos Los Días Sale El Sol,False
2019-11-09 00:04:00+00:00,856,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,Ahora,False
2019-11-09 00:04:01+00:00,543,Ride,Twenty One Pilots,Blurryface,False
2019-11-09 00:04:02+00:00,71,Saharabbey Road,Vetusta Morla,Un Día en el Mundo,False
2019-11-09 00:07:45+00:00,222346,QUE PRETENDES,J Balvin,OASIS,False
2019-11-09 00:10:29+00:00,151471,Otro Trago - Remix,Sech,Otro Trago,False
2019-11-09 00:10:30+00:00,909,Livin' On A Prayer,Bon Jovi,Slippery When Wet,False
2019-11-09 00:10:31+00:00,0,Lo Intenté,SFDK,Sin Miedo a Vivir,False
2019-11-09 00:10:33+00:00,648,Bajo el Mismo Sol,SFDK,Sin Miedo a Vivir,False
2019-11-09 00:10:34+00:00,346,Física o química,Despistaos,Lo que hemos vivido,False
2019-11-09 00:10:35+00:00,241,Terriblemente Cruel,Leiva,Polvora,False
2019-11-09 00:10:36+00:00,0,In the End,Linkin Park,Hybrid Theory,False
2019-11-09 00:10:37+00:00,0,Todo Lo Que Importa,SFDK,Sin Miedo a Vivir,False
2019-11-09 00:10:38+00:00,0,Entre Poetas y Presos,La Raíz,Entre Poetas y Presos,False
2019-11-09 00:10:39+00:00,0,Chiquilla,Seguridad Social,Que No Se Extinga La Llama!,False
2019-11-09 00:10:40+00:00,54,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,Carte Blanche,False
2019-11-09 00:10:41+00:00,0,La Lluvia en los Zapatos,Leiva,Monstruos,False
2019-11-09 00:10:43+00:00,594,Nos Volveremos a Ver,La Raíz,Entre Poetas y Presos,False
2019-11-09 00:10:44+00:00,0,Sincericidio,Leiva,Monstruos,False
2019-11-09 00:10:45+00:00,0,Contando Lunares (feat. Cruz Cafuné),Don Patricio,La Dura Vida del Joven Rapero,False
2019-11-09 00:10:46+00:00,0,Cool,Jonas Brothers,Cool,False
2019-11-09 00:10:47+00:00,0,DOLLAR,Becky G,DOLLAR,False
2019-11-09 00:10:48+00:00,140,Fiesta Pagana,Mägo de Oz,Finisterra,False
2019-11-09 00:10:49+00:00,0,Fly Away,Lenny Kravitz,5,False
2019-11-09 00:10:50+00:00,0,Lloverá y yo veré,La Pegatina,Eureka!,False
2019-11-09 00:10:51+00:00,0,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,Lover,False
2019-11-09 00:10:55+00:00,2897,Dance Monkey,Tones And I,The Kids Are Coming,False
2019-11-09 00:10:56+00:00,977,China,Anuel AA,China,False
2019-11-09 00:10:59+00:00,1780,Callaita,Bad Bunny,Callaita,False
2019-11-09 00:11:01+00:00,2016,Counting Stars,OneRepublic,Native,False
2019-11-09 00:11:02+00:00,873,Dear Mr. Fantasy,Traffic,Mr. Fantasy,False
2019-11-09 00:11:04+00:00,182,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,The Heist,False
2019-11-09 00:11:05+00:00,0,Presiento,Morat,Presiento,False
2019-11-09 00:11:05+00:00,0,Lola Bunny,Lola Indigo,Lola Bunny,False
2019-11-09 00:11:06+00:00,0,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],False
2019-11-09 00:11:07+00:00,0,Por Amar al Arte,La Regadera,Dormir Es de Cobardes,False
2019-11-09 00:11:08+00:00,0,Don't Call Me Up,Mabel,Ivy To Roses - Mixtape,False
2019-11-09 00:14:49+00:00,220493,Por Amar al Arte,La Regadera,Dormir Es de Cobardes,False
2019-11-09 00:14:53+00:00,3271,Don't Call Me Up,Mabel,Ivy To Roses - Mixtape,False
2019-11-09 00:14:55+00:00,724,Sweet Child O' Mine,Guns N' Roses,Appetite For Destruction,False
2019-11-09 00:14:56+00:00,1161,Y volar (con los Caligaris),La Pegatina,Ahora o nunca,False
2019-11-09 00:17:13+00:00,136836,A la Sombra de la Sierra,La Raíz,Así en el Cielo Como en la Selva,False
2019-11-09 00:20:33+00:00,200764,Maniobras Suicidas,Leiva,Nuclear,False
2019-11-09 00:20:37+00:00,2815,La Increíble Historia del Hombre Que Podía Volar Pero No Sabía Cómo,IZAL,Autoterapia,False
2019-11-09 00:20:39+00:00,1566,Cara B,SFDK,Redención,False
2019-11-09 00:20:40+00:00,0,I Cry,Flo Rida,Wild Ones,False
2019-11-09 00:20:41+00:00,0,Bill Murray,IZAL,Autoterapia,False
2019-11-09 00:20:42+00:00,170,Soltera (Remix),Lunay,Soltera (Remix),False
2019-11-09 00:20:43+00:00,2,Titanium (feat. Sia),David Guetta,Nothing but the Beat,False
2019-11-09 00:20:44+00:00,113,Nuclear,Leiva,Nuclear,False
2019-11-09 00:20:45+00:00,0,Back In Black,AC/DC,Back In Black,False
2019-11-09 00:23:17+00:00,151545,Nuclear,Leiva,Nuclear,False
2019-11-09 00:23:18+00:00,838,Back In Black,AC/DC,Back In Black,False
2019-11-09 00:23:19+00:00,1039,Feo Fuerte y Formal,Loquillo Y Los Trogloditas,"Feo, Fuerte y Formal",False
2019-11-09 00:23:20+00:00,460,Love Me Again - Radio Edit,John Newman,Todo Exitos 2013,False
2019-11-09 00:23:21+00:00,0,Como Si Fueras a Morir Mañana,Leiva,Nuclear,False
2019-11-09 00:23:22+00:00,70,La Rubia - Remix 2,La Nueva Escuela,La Rubia - Remix 2,False
2019-11-09 00:23:23+00:00,0,En La Cama,Nicky Jam,Haciendo Escante,False
2019-11-09 00:23:24+00:00,0,Breaking Bad,Leiva,Monstruos,False
2019-11-09 00:23:25+00:00,0,Pequeña Gran Revolución,IZAL,Copacabana,False
2019-11-09 00:23:26+00:00,0,No Puedo Vivir Sin Ti,Los Ronaldos,4 Canciones,False
2019-11-09 00:23:27+00:00,0,Ellos,Ceky Viciny,On Fire,False
2019-11-09 00:23:28+00:00,0,Todas Nuestras Luchas,Itaca Band,La Lengua de los Pájaros,False
2019-11-09 00:23:29+00:00,84,Speechless (feat. Erika Sirola),Robin Schulz,Speechless (feat. Erika Sirola),False
2019-11-09 00:23:30+00:00,0,La Mujer de Verde,IZAL,Magia & Efectos Especiales,False
2019-11-09 00:23:30+00:00,0,Superpoderes,Leiva,Nuclear,False
2019-11-09 00:23:31+00:00,0,Princesas,Pereza,Animales,False
2019-11-09 00:25:44+00:00,131395,Superpoderes,Leiva,Nuclear,False
2019-11-09 00:25:45+00:00,704,Princesas,Pereza,Animales,False
2019-11-09 00:25:46+00:00,0,Runaway,Sebastian Yatra,Runaway,False
2019-11-09 00:25:47+00:00,657,Insoportable,El Canto Del Loco,Estados de Animo,False
2019-11-09 00:25:48+00:00,87,White Room,Cream,Wheels Of Fire,False
2019-11-09 00:25:49+00:00,0,Si por mi fuera,Beret,Prisma,False
2019-11-09 00:25:50+00:00,0,Todo,Pereza,Animales,False
2019-11-09 00:25:53+00:00,879,Lobos,Leiva,Nuclear,False
2019-11-09 00:26:32+00:00,725,La casa por el tejado,Fito y Fitipaldis,Lo mas lejos a tu lado,False
2019-11-09 00:29:44+00:00,192058,Maniobras Suicidas,Leiva,Nuclear,False
2019-11-09 00:30:04+00:00,19512,Million Reasons,Lady Gaga,Joanne,False
2019-11-09 00:31:34+00:00,89912,Heroes - 2017 Remaster,David Bowie,"""Heroes""",False
2019-11-09 00:32:04+00:00,29326,Revolución,La Sombra Del Vaso,Revolución,False
2019-11-09 00:32:25+00:00,20911,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,The Wall (Remastered),False
2019-11-09 00:32:28+00:00,2852,Cheap Thrills,Sia,2010s Hits,False
2019-11-09 00:32:32+00:00,3069,Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,2010s Hits,False
2019-11-09 00:32:33+00:00,1763,Budapest,George Ezra,2010s Hits,False
2019-11-09 00:32:35+00:00,1145,Freedom,Pharrell Williams,2010s Hits,False
2019-11-09 00:32:37+00:00,1132,Shut Up and Dance,WALK THE MOON,2010s Hits,False
2019-11-09 00:32:38+00:00,1068,How Deep Is Your Love,Calvin Harris,2010s Hits,False
2019-11-09 00:32:40+00:00,1158,Uptown Funk (feat. Bruno Mars),Mark Ronson,2010s Hits,False
2019-11-09 00:32:42+00:00,955,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],Daft Punk,2010s Hits,False
2019-11-09 00:32:43+00:00,681,All of Me,John Legend,2010s Hits,False
2019-11-09 00:32:46+00:00,1827,Waves - Robin Schulz Radio Edit,Mr. Probz,2010s Hits,False
2019-11-09 00:32:48+00:00,1518,Mirrors - Radio Edit,Justin Timberlake,2010s Hits,False
2019-11-09 00:32:50+00:00,643,Hall of Fame (feat. will.i.am),The Script,2010s Hits,False
2019-11-09 00:32:53+00:00,1440,Black Magic,Little Mix,2010s Hits,False
2019-11-09 00:32:55+00:00,2330,Only Love Can Hurt Like This,Paloma Faith,2010s Hits,False
2019-11-09 00:32:57+00:00,1487,Timber,Pitbull,2010s Hits,False
2019-11-09 00:32:59+00:00,701,Raise Your Glass,P!nk,2010s Hits,False
2019-11-09 00:33:01+00:00,1403,We Can't Stop,Miley Cyrus,2010s Hits,False
2019-11-09 00:33:39+00:00,36580,Rude,MAGIC!,2010s Hits,False
2019-11-09 00:36:13+00:00,153404,Simple Song,The Shins,Port Of Morrow,False
2019-11-09 00:36:16+00:00,3289,Caminito a Motel,Taburete,Tres Tequilas,False
2019-11-09 00:36:18+00:00,1525,Comiendote a Besos,Rozalén,Con Derecho A...,False
2019-11-09 00:41:28+00:00,227773,Cuando zarpa el amor (feat. Juan Magán),Camela,Rebobinando,False
2019-11-09 00:45:37+00:00,248106,Todo Lo Que Importa,SFDK,Sin Miedo a Vivir,False
2019-11-09 00:49:01+00:00,203893,Vivir Asi es Morir de Amor,El Canto Del Loco,El Canto del Loco,False
2019-11-09 00:49:07+00:00,4064,Zapatillas,El Canto Del Loco,Zapatillas,False
2019-11-09 00:49:08+00:00,804,R.I.P. (feat. Rita Ora & Anitta),Sofía Reyes,R.I.P. (feat. Rita Ora & Anitta),False
2019-11-09 00:49:09+00:00,761,Mujeres,Mozart La Para,Mujeres,False
2019-11-09 00:49:10+00:00,370,Besos,El Canto Del Loco,Zapatillas,False
2019-11-09 00:49:11+00:00,625,Verano Azul,Juan Magán,Verano Azul,False
2019-11-09 00:49:12+00:00,126,Copacabana,IZAL,Copacabana,False
2019-11-09 00:49:14+00:00,256,All My Loving,Los Manolos,Pasión Condal,False
2019-11-09 00:52:58+00:00,216566,Copacabana,IZAL,Copacabana,False
2019-11-09 00:53:04+00:00,4038,All My Loving,Los Manolos,Pasión Condal,False
2019-11-09 00:53:05+00:00,1469,Yo Quiero Vivir,Manuel Carrasco,Bailar El Viento,False
2019-11-09 00:53:07+00:00,1317,La tormenta - Acústico,Sidecars,Contra las cuerdas,False
2019-11-09 00:53:08+00:00,1086,Déjala Que Baile (with Alejandro Sanz & Arkano),Melendi,Ahora,False
2019-11-09 00:53:09+00:00,420,Quiero tener tu presencia,Seguridad Social,Furia Latina,False
2019-11-09 00:53:11+00:00,980,Lo Intenté,SFDK,Sin Miedo a Vivir,False
2019-11-09 00:53:13+00:00,528,Todo Me Da Igual,Pignoise,Año Zero,False
2019-11-09 00:53:14+00:00,700,Ahora,Nach,A Través De Mí,False
2019-11-09 00:53:16+00:00,134,Contando Lunares (feat. Cruz Cafuné),Don Patricio,La Dura Vida del Joven Rapero,False
2019-11-09 00:53:17+00:00,174,5 Sentidos,Dvicio,5 Sentidos,False
2019-11-09 00:53:18+00:00,0,Sincericidio,Leiva,Monstruos,False
2019-11-09 00:53:19+00:00,144,Vasos Vacíos,La Maravillosa Orquesta del Alcohol,¿Quién Nos Va a Salvar?,False
2019-11-09 00:53:26+00:00,5671,Diavla,Chris Viz,Diavla,False
2019-11-09 00:57:02+00:00,215919,"Y, ¿Si Fuera Ella? - + Es +",Pablo Alborán,+ Es + - El Concierto / En Directo En El Estadio Vicente Calderón / 2017,False
2019-11-09 00:57:03+00:00,973,Terriblemente Cruel,Leiva,Polvora,False
2019-11-09 00:57:04+00:00,0,Ellos,Ceky Viciny,On Fire,False
2019-11-09 00:57:06+00:00,1197,Ojalá no te hubiera conocido nunca (feat. Muchachito Bombo Infierno),No Me Pises Que Llevo Chanclas,25 años de agropop,False
2019-11-09 00:57:07+00:00,400,Chiquilla,Seguridad Social,Que No Se Extinga La Llama!,False
2019-11-09 00:57:11+00:00,2819,Tal Vez (feat. Rayden),Nil Moliner,Tal Vez (feat. Rayden),False
2019-11-09 00:57:13+00:00,1784,Amos del Piano Bar (Mezcal Edit),Taburete,Tres Tequilas & Un Mezcal,False
2019-11-09 00:57:14+00:00,721,La Lluvia en los Zapatos,Leiva,Monstruos,False
2019-11-09 00:57:15+00:00,741,Cara B,SFDK,Redención,False
2019-11-09 00:57:16+00:00,673,Saharabbey Road,Vetusta Morla,Un Día en el Mundo,False
2019-11-09 00:57:17+00:00,765,Nuclear,Leiva,Nuclear,False
2019-11-09 00:57:18+00:00,663,La Rubia - Remix 2,La Nueva Escuela,La Rubia - Remix 2,False
2019-11-09 00:57:19+00:00,0,Presiento,Morat,Presiento,False
2019-11-09 00:57:20+00:00,0,La Mujer de Verde,IZAL,Magia & Efectos Especiales,False
2019-11-09 00:57:21+00:00,0,Lola Bunny,Lola Indigo,Lola Bunny,False
2019-11-09 00:57:22+00:00,903,Y volar (con los Caligaris),La Pegatina,Ahora o nunca,False
2019-11-09 00:57:23+00:00,0,Breaking Bad,Leiva,Monstruos,False
